Year,Month,Country,City,SH4 Code,SH4 Description,SH2 Code,SH2 Description,Economic Block,US$ FOB,Net Weight
2016,6,Afghanistan,Passo Fundo - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),35217,27797
2016,6,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),185855,270000
2016,6,Afghanistan,São Paulo - SP,8504,"Electrical transformers, static converters (for example, rectifiers) and inductors",85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),490,1
2016,6,Afghanistan,São Paulo - SP,8538,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),534,1
2016,6,Afghanistan,São Paulo - SP,8541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made-up into panels; light-emitting diodes; mounted piezo-electric crystals",85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),643,2
2017,6,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),33745,26996
2017,6,Afghanistan,Guarulhos - SP,9029,"Revolution counters, production counters, taximeters, milometers, pedometers and the like; speed indicators and tachometers, other than those of heading 9014 or 9015; stroboscopes",90,"Optical, photographic, cinematographic instruments; others",Asia (minus MIDDLE EAST),36861,361
2017,6,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),177312,128085
2017,6,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),19740,26003
2017,6,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),317237,234359
2017,6,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),98817,59417
2017,6,Afghanistan,Paranaguá - PR,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),15355,8263
2017,6,Afghanistan,Passo Fundo - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),31848,25998
2017,6,Afghanistan,São Caetano do Sul - SP,5911,"Textile products and articles, for technical uses, specified in note 7 to this chapter",59,"Impregnated, coated, covered or laminated textile fabrics; others",Asia (minus MIDDLE EAST),140,8
2017,6,Afghanistan,São Caetano do Sul - SP,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),248,0
2017,6,Afghanistan,São Caetano do Sul - SP,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),681,8
2017,6,Afghanistan,São Caetano do Sul - SP,8484,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),417,0
2018,6,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),24961,25606
2018,6,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),298426,201228
2018,6,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),17435,25998
2018,6,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),361651,284235
2018,6,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),54822,52004
2019,6,Afghanistan,Brasília - DF,2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",27,"Mineral fuels, mineral oils, bituminous substances; mineral waxes",Asia (minus MIDDLE EAST),707,825
2019,6,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),76354,10877
2019,6,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),847186,458584
2019,6,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),26357,25197
2019,6,Afghanistan,Eunápolis - BA,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta,9,"Coffee, tea, maté and spices",Asia (minus MIDDLE EAST),50000,25000
2019,6,Afghanistan,Guarulhos - SP,2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",27,"Mineral fuels, mineral oils, bituminous substances; mineral waxes",Asia (minus MIDDLE EAST),8079,10417
2019,6,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1248851,729405
2019,6,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),861552,578718
2019,6,Afghanistan,Porto Alegre - RS,3305,Preparations for use on the hair,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Asia (minus MIDDLE EAST),3921,128
2019,6,Afghanistan,Rio Claro - SP,1704,"Sugar confectionery (including white chocolate), not containing cocoa",17,Sugars and sugar confectionery,Asia (minus MIDDLE EAST),27420,21905
2019,6,Afghanistan,Rio Claro - SP,1806,Chocolate and other food preparations containing cocoa,18,Cocoa and cocoa preparations,Asia (minus MIDDLE EAST),1028,606
2019,6,Afghanistan,Rio Claro - SP,2106,Food preparations not elsewhere specified or included,21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),9450,1296
2019,6,Afghanistan,Rio Claro - SP,4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like",48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Asia (minus MIDDLE EAST),168,41
2019,6,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),171958,139531
2020,6,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),16531,2244
2020,6,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),904179,732307
2020,6,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),108087,134069
2020,6,Afghanistan,Maringá - PR,1201,"Soya beans, whether or not broken",12,"Oil seeds and oleaginous fruits; Grains, Seeds, others",Asia (minus MIDDLE EAST),1397458,3833692
2020,6,Afghanistan,Palotina - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),96859,81900
2020,6,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),262153,215569
2020,6,Afghanistan,Rio Verde - GO,1201,"Soya beans, whether or not broken",12,"Oil seeds and oleaginous fruits; Grains, Seeds, others",Asia (minus MIDDLE EAST),76907,210981
2014,7,Afghanistan,Caarapó - MS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),79414,52359
2014,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),138477,91596
2014,7,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),16615,12493
2014,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),300711,193420
2014,7,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),333446,251514
2014,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),524440,347586
2014,7,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),183560,130933
2014,7,Afghanistan,Sorocaba - SP,4016,Other articles of vulcanised rubber other than hard rubber,40,Rubber and articles thereof,Asia (minus MIDDLE EAST),11,0
2014,7,Afghanistan,Sorocaba - SP,8482,Ball or roller bearings,84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),171,3
2015,7,Afghanistan,Barueri - SP,4011,"New pneumatic tyres, of rubber",40,Rubber and articles thereof,Asia (minus MIDDLE EAST),43492,8032
2015,7,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),27139,26066
2015,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),36556,24892
2015,7,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),24300,27000
2015,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),276821,214574
2015,7,Afghanistan,Passo Fundo - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),22570,16959
2015,7,Afghanistan,Uberaba - MG,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),39330,27000
2016,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),270506,176454
2016,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),132691,78060
2016,7,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),129415,101338
2016,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),31721,18853
2016,7,Afghanistan,Paranaguá - PR,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),10383,4522
2016,7,Afghanistan,Passo Fundo - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),22849,18157
2016,7,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),90477,103997
2017,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),70482,51208
2017,7,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),32428,26993
2017,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),112726,129820
2017,7,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),142205,107854
2017,7,Afghanistan,Seara - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),123787,95630
2018,7,Afghanistan,Brasília - DF,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),24805,25704
2018,7,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),109421,13121
2018,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),29789,23289
2018,7,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),23953,24990
2018,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),408828,280563
2018,7,Afghanistan,Jaraguá do Sul - SC,9019,"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",90,"Optical, photographic, cinematographic instruments; others",Asia (minus MIDDLE EAST),15730,68
2018,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),60210,51683
2018,7,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),27924,19126
2019,7,Afghanistan,Caxias do Sul - RS,6813,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined ",68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",Asia (minus MIDDLE EAST),110,16
2019,7,Afghanistan,Caxias do Sul - RS,8409,Parts suitable for use solely or principally with the engines of heading No 8407 or 8408,84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),220,8
2019,7,Afghanistan,Caxias do Sul - RS,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),1303,121
2019,7,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),98529,13860
2019,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),99213,72011
2019,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1749538,1113303
2019,7,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),26925,32190
2019,7,Afghanistan,Itajaí - SC,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),30231,15120
2019,7,Afghanistan,Lagoa Santa - MG,2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",27,"Mineral fuels, mineral oils, bituminous substances; mineral waxes",Asia (minus MIDDLE EAST),2828,3700
2019,7,Afghanistan,Marilândia - ES,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta,9,"Coffee, tea, maté and spices",Asia (minus MIDDLE EAST),50750,25000
2019,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),707658,388984
2019,7,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),28170,27327
2019,7,Afghanistan,São Domingos do Norte - ES,2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",Asia (minus MIDDLE EAST),11593,79840
2019,7,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),28445,18003
2020,7,Afghanistan,Amparo - SP,3503,"Gelatin and derivatives, isinglass, glues, of animal origin",35,Albuminoidal substances; modified starches; glues; enzymes,Asia (minus MIDDLE EAST),76261,10000
2020,7,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),244494,45323
2020,7,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),42314,26000
2020,7,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1169472,713477
2020,7,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),70670,81959
2020,7,Afghanistan,Itajaí - SC,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),22959,20039
2020,7,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),788596,496891
2014,8,Afghanistan,Caarapó - MS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),112810,74984
2014,8,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),27003,25002
2014,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),222524,160029
2014,8,Afghanistan,Itapevi - SP,9026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",90,"Optical, photographic, cinematographic instruments; others",Asia (minus MIDDLE EAST),8258,298
2014,8,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),535811,369763
2014,8,Afghanistan,Montenegro - RS,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),37104,26585
2014,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),312073,214219
2014,8,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),75847,54231
2014,8,Afghanistan,Três Barras - SC,4412,"Plywood, veneered panels and similar laminated wood",44,Wood and articles of wood; wood charcoal,Asia (minus MIDDLE EAST),17119,25900
2015,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),30216,24540
2015,8,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),24300,27000
2015,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),138709,117978
2015,8,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),20887,24865
2015,8,Afghanistan,São Paulo - SP,4810,"Paper and paperboard, coated on one or both sides with kaolin (china clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or rectangular (includin",48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Asia (minus MIDDLE EAST),187375,201417
2016,8,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),252181,161220
2016,8,Afghanistan,Imbituva - PR,4412,"Plywood, veneered panels and similar laminated wood",44,Wood and articles of wood; wood charcoal,Asia (minus MIDDLE EAST),60895,136850
2016,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),31691,23683
2016,8,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),69358,50838
2016,8,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),259518,192298
2016,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),82722,52000
2016,8,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),69433,78014
2017,8,Afghanistan,Caarapó - MS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),72489,51870
2017,8,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),29936,25586
2017,8,Afghanistan,Imbituva - PR,4412,"Plywood, veneered panels and similar laminated wood",44,Wood and articles of wood; wood charcoal,Asia (minus MIDDLE EAST),30542,52000
2017,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),363608,238579
2017,8,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),51326,52028
2017,8,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),35941,25410
2017,8,Afghanistan,Novo Hamburgo - RS,8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles, tubular or bifurcated rivets, of base metal; beads and ",83,Miscellaneous articles of base metal,Asia (minus MIDDLE EAST),1293,9
2017,8,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),221108,211000
2018,8,Afghanistan,Cidade Gaúcha - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),76575,81006
2018,8,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),81514,10877
2018,8,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),49423,25995
2018,8,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),68245,71145
2018,8,Afghanistan,Igrejinha - RS,6402,Other footwear with outer soles and uppers of rubber or plastics,64,"Footwear, gaiters and the like; parts of such articles",Asia (minus MIDDLE EAST),76481,2191
2018,8,Afghanistan,Igrejinha - RS,6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",64,"Footwear, gaiters and the like; parts of such articles",Asia (minus MIDDLE EAST),10140,250
2018,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),844969,542694
